Year,Month,Division,Lat,Log,Crime Type,Reported Number,Notes
2011,1,Karachi,24.8605,67.0261,Murder,23,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8605,67.0261,Murder in the form of target killing,3,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8605,67.0261,Murder during dacoity/robbery,2,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8605,67.0261,Car snatching,11,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8844,67.1443,Murder,42,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8844,67.1443,Murder in the form of target killing,2,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8844,67.1443,Murder during dacoity/robbery,2,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8844,67.1443,Highway dacoity/robbery,8,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8844,67.1443,Car snatching,38,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8829,66.9748,Murder,40,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8829,66.9748,Murder in the form of target killing,4,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8829,66.9748,Murder during dacoity/robbery,1,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8829,66.9748,Bank dacoity/robbery,1,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,1,Karachi,24.8829,66.9748,Car snatching,15,"File for 1 2011 not available, calculated using formula: Cuml Feb-feb value"
2011,2,Karachi,24.8605,67.0261,Murder,18,
2011,2,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2011,2,Karachi,24.8605,67.0261,Murder during dacoity/robbery,4,
2011,2,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,2,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,2,Karachi,24.8605,67.0261,Car snatching,3,
2011,2,Karachi,24.8844,67.1443,Murder,48,
2011,2,Karachi,24.8844,67.1443,Murder in the form of target killing,2,
2011,2,Karachi,24.8844,67.1443,Murder during dacoity/robbery,4,
2011,2,Karachi,24.8844,67.1443,Highway dacoity/robbery,9,
2011,2,Karachi,24.8844,67.1443,Bank dacoity/robbery,0,
2011,2,Karachi,24.8844,67.1443,Car snatching,30,
2011,2,Karachi,24.8829,66.9748,Murder,29,
2011,2,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2011,2,Karachi,24.8829,66.9748,Murder during dacoity/robbery,3,
2011,2,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,2,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,2,Karachi,24.8829,66.9748,Car snatching,20,
2011,3,Karachi,24.8605,67.0261,Murder,18,
2011,3,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2011,3,Karachi,24.8605,67.0261,Murder during dacoity/robbery,4,
2011,3,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,3,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,3,Karachi,24.8605,67.0261,Car snatching,3,
2011,3,Karachi,24.8844,67.1443,Murder,48,
2011,3,Karachi,24.8844,67.1443,Murder in the form of target killing,2,
2011,3,Karachi,24.8844,67.1443,Murder during dacoity/robbery,4,
2011,3,Karachi,24.8844,67.1443,Highway dacoity/robbery,9,
2011,3,Karachi,24.8844,67.1443,Bank dacoity/robbery,0,
2011,3,Karachi,24.8844,67.1443,Car snatching,30,
2011,3,Karachi,24.8829,66.9748,Murder,29,
2011,3,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2011,3,Karachi,24.8829,66.9748,Murder during dacoity/robbery,3,
2011,3,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,3,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,3,Karachi,24.8829,66.9748,Car snatching,20,
2011,4,Karachi,24.8605,67.0261,Murder,32,
2011,4,Karachi,24.8605,67.0261,Murder in the form of target killing,4,
2011,4,Karachi,24.8605,67.0261,Murder during dacoity/robbery,4,
2011,4,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,4,Karachi,24.8605,67.0261,Bank dacoity/robbery,1,
2011,4,Karachi,24.8605,67.0261,Car snatching,8,
2011,4,Karachi,24.8844,67.1443,Murder,60,
2011,4,Karachi,24.8844,67.1443,Murder in the form of target killing,5,
2011,4,Karachi,24.8844,67.1443,Murder during dacoity/robbery,2,
2011,4,Karachi,24.8844,67.1443,Highway dacoity/robbery,3,
2011,4,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,
2011,4,Karachi,24.8844,67.1443,Car snatching,22,
2011,4,Karachi,24.8829,66.9748,Murder,36,
2011,4,Karachi,24.8829,66.9748,Murder in the form of target killing,2,
2011,4,Karachi,24.8829,66.9748,Murder during dacoity/robbery,1,
2011,4,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,4,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,4,Karachi,24.8829,66.9748,Car snatching,14,
2011,5,Karachi,24.8605,67.0261,Murder,35,
2011,5,Karachi,24.8605,67.0261,Murder in the form of target killing,2,
2011,5,Karachi,24.8605,67.0261,Murder during dacoity/robbery,1,
2011,5,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,5,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,5,Karachi,24.8605,67.0261,Car snatching,4,
2011,5,Karachi,24.8844,67.1443,Murder,43,
2011,5,Karachi,24.8844,67.1443,Murder in the form of target killing,1,
2011,5,Karachi,24.8844,67.1443,Murder during dacoity/robbery,2,
2011,5,Karachi,24.8844,67.1443,Highway dacoity/robbery,1,
2011,5,Karachi,24.8844,67.1443,Bank dacoity/robbery,0,
2011,5,Karachi,24.8844,67.1443,Car snatching,46,
2011,5,Karachi,24.8829,66.9748,Murder,44,
2011,5,Karachi,24.8829,66.9748,Murder in the form of target killing,2,
2011,5,Karachi,24.8829,66.9748,Murder during dacoity/robbery,3,
2011,5,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,5,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,5,Karachi,24.8829,66.9748,Car snatching,8,
2011,6,Karachi,24.8605,67.0261,Murder,52,
2011,6,Karachi,24.8605,67.0261,Murder in the form of target killing,2,
2011,6,Karachi,24.8605,67.0261,Murder during dacoity/robbery,1,
2011,6,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,6,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,6,Karachi,24.8605,67.0261,Car snatching,8,
2011,6,Karachi,24.8844,67.1443,Murder,67,
2011,6,Karachi,24.8844,67.1443,Murder in the form of target killing,2,
2011,6,Karachi,24.8844,67.1443,Murder during dacoity/robbery,5,
2011,6,Karachi,24.8844,67.1443,Highway dacoity/robbery,1,
2011,6,Karachi,24.8844,67.1443,Bank dacoity/robbery,0,
2011,6,Karachi,24.8844,67.1443,Car snatching,29,
2011,6,Karachi,24.8829,66.9748,Murder,57,
2011,6,Karachi,24.8829,66.9748,Murder in the form of target killing,2,
2011,6,Karachi,24.8829,66.9748,Murder during dacoity/robbery,3,
2011,6,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,6,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,6,Karachi,24.8829,66.9748,Car snatching,5,
2011,7,Karachi,24.8605,67.0261,Murder,65,
2011,7,Karachi,24.8605,67.0261,Murder in the form of target killing,1,
2011,7,Karachi,24.8605,67.0261,Murder during dacoity/robbery,1,
2011,7,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,7,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,7,Karachi,24.8605,67.0261,Car snatching,6,
2011,7,Karachi,24.8844,67.1443,Murder,79,
2011,7,Karachi,24.8844,67.1443,Murder in the form of target killing,4,
2011,7,Karachi,24.8844,67.1443,Murder during dacoity/robbery,6,
2011,7,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2011,7,Karachi,24.8844,67.1443,Bank dacoity/robbery,0,
2011,7,Karachi,24.8844,67.1443,Car snatching,28,
2011,7,Karachi,24.8829,66.9748,Murder,107,
2011,7,Karachi,24.8829,66.9748,Murder in the form of target killing,1,
2011,7,Karachi,24.8829,66.9748,Murder during dacoity/robbery,0,
2011,7,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,7,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,7,Karachi,24.8829,66.9748,Car snatching,13,
2011,8,Karachi,24.8605,67.0261,Murder,24,
2011,8,Karachi,24.8605,67.0261,Murder in the form of target killing,1,
2011,8,Karachi,24.8605,67.0261,Murder during dacoity/robbery,3,
2011,8,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,8,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,8,Karachi,24.8605,67.0261,Car snatching,7,
2011,8,Karachi,24.8844,67.1443,Murder,80,
2011,8,Karachi,24.8844,67.1443,Murder in the form of target killing,0,
2011,8,Karachi,24.8844,67.1443,Murder during dacoity/robbery,1,
2011,8,Karachi,24.8844,67.1443,Highway dacoity/robbery,4,
2011,8,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,
2011,8,Karachi,24.8844,67.1443,Car snatching,31,
2011,8,Karachi,24.8829,66.9748,Murder,95,
2011,8,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2011,8,Karachi,24.8829,66.9748,Murder during dacoity/robbery,6,
2011,8,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,8,Karachi,24.8829,66.9748,Bank dacoity/robbery,3,
2011,8,Karachi,24.8829,66.9748,Car snatching,9,
2011,9,Karachi,24.8605,67.0261,Murder,7,
2011,9,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2011,9,Karachi,24.8605,67.0261,Murder during dacoity/robbery,0,
2011,9,Karachi,24.8605,67.0261,Highway dacoity/robbery,1,
2011,9,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,9,Karachi,24.8605,67.0261,Car snatching,7,
2011,9,Karachi,24.8844,67.1443,Murder,21,
2011,9,Karachi,24.8844,67.1443,Murder in the form of target killing,1,
2011,9,Karachi,24.8844,67.1443,Murder during dacoity/robbery,1,
2011,9,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2011,9,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,
2011,9,Karachi,24.8844,67.1443,Car snatching,36,
2011,9,Karachi,24.8829,66.9748,Murder,24,
2011,9,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2011,9,Karachi,24.8829,66.9748,Murder during dacoity/robbery,1,
2011,9,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,9,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,9,Karachi,24.8829,66.9748,Car snatching,1,
2011,9,Karachi,24.9313,67.0374,Murder,9,
2011,9,Karachi,24.9313,67.0374,Murder in the form of target killing,0,
2011,9,Karachi,24.9313,67.0374,Murder during dacoity/robbery,1,
2011,9,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2011,9,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2011,9,Karachi,24.9313,67.0374,Car snatching,6,
2011,9,Karachi,25.096,67.1871,Murder,19,
2011,9,Karachi,25.096,67.1871,Murder in the form of target killing,2,
2011,9,Karachi,25.096,67.1871,Murder during dacoity/robbery,1,
2011,9,Karachi,25.096,67.1871,Highway dacoity/robbery,4,
2011,9,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2011,9,Karachi,25.096,67.1871,Car snatching,0,
2011,10,Karachi,24.8605,67.0261,Murder,13,
2011,10,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2011,10,Karachi,24.8605,67.0261,Murder during dacoity/robbery,2,
2011,10,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,10,Karachi,24.8605,67.0261,Bank dacoity/robbery,1,
2011,10,Karachi,24.8605,67.0261,Car snatching,5,
2011,10,Karachi,24.8844,67.1443,Murder,24,
2011,10,Karachi,24.8844,67.1443,Murder in the form of target killing,0,
2011,10,Karachi,24.8844,67.1443,Murder during dacoity/robbery,1,
2011,10,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2011,10,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,
2011,10,Karachi,24.8844,67.1443,Car snatching,53,
2011,10,Karachi,24.8829,66.9748,Murder,27,
2011,10,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2011,10,Karachi,24.8829,66.9748,Murder during dacoity/robbery,3,
2011,10,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,10,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,10,Karachi,24.8829,66.9748,Car snatching,1,
2011,10,Karachi,24.9313,67.0374,Murder,16,
2011,10,Karachi,24.9313,67.0374,Murder in the form of target killing,0,
2011,10,Karachi,24.9313,67.0374,Murder during dacoity/robbery,5,
2011,10,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2011,10,Karachi,24.9313,67.0374,Bank dacoity/robbery,2,
2011,10,Karachi,24.9313,67.0374,Car snatching,7,
2011,10,Karachi,25.096,67.1871,Murder,18,
2011,10,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2011,10,Karachi,25.096,67.1871,Murder during dacoity/robbery,1,
2011,10,Karachi,25.096,67.1871,Highway dacoity/robbery,4,
2011,10,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2011,10,Karachi,25.096,67.1871,Car snatching,5,
2011,11,Karachi,24.8605,67.0261,Murder,18,
2011,11,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2011,11,Karachi,24.8605,67.0261,Murder during dacoity/robbery,0,
2011,11,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,11,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,11,Karachi,24.8605,67.0261,Car snatching,13,
2011,11,Karachi,24.8844,67.1443,Murder,18,
2011,11,Karachi,24.8844,67.1443,Murder in the form of target killing,2,
2011,11,Karachi,24.8844,67.1443,Murder during dacoity/robbery,6,
2011,11,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2011,11,Karachi,24.8844,67.1443,Bank dacoity/robbery,2,
2011,11,Karachi,24.8844,67.1443,Car snatching,31,
2011,11,Karachi,24.8829,66.9748,Murder,22,
2011,11,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2011,11,Karachi,24.8829,66.9748,Murder during dacoity/robbery,2,
2011,11,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,11,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,11,Karachi,24.8829,66.9748,Car snatching,2,
2011,11,Karachi,24.9313,67.0374,Murder,2,
2011,11,Karachi,24.9313,67.0374,Murder in the form of target killing,1,
2011,11,Karachi,24.9313,67.0374,Murder during dacoity/robbery,2,
2011,11,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2011,11,Karachi,24.9313,67.0374,Bank dacoity/robbery,1,
2011,11,Karachi,24.9313,67.0374,Car snatching,10,
2011,11,Karachi,25.096,67.1871,Murder,19,
2011,11,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2011,11,Karachi,25.096,67.1871,Murder during dacoity/robbery,0,
2011,11,Karachi,25.096,67.1871,Highway dacoity/robbery,3,
2011,11,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2011,11,Karachi,25.096,67.1871,Car snatching,4,
2011,12,Karachi,24.8605,67.0261,Murder,18,
2011,12,Karachi,24.8605,67.0261,Murder in the form of target killing,0,
2011,12,Karachi,24.8605,67.0261,Murder during dacoity/robbery,5,
2011,12,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2011,12,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2011,12,Karachi,24.8605,67.0261,Car snatching,7,
2011,12,Karachi,24.8844,67.1443,Murder,24,
2011,12,Karachi,24.8844,67.1443,Murder in the form of target killing,0,
2011,12,Karachi,24.8844,67.1443,Murder during dacoity/robbery,2,
2011,12,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2011,12,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,
2011,12,Karachi,24.8844,67.1443,Car snatching,33,
2011,12,Karachi,24.8829,66.9748,Murder,25,
2011,12,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2011,12,Karachi,24.8829,66.9748,Murder during dacoity/robbery,2,
2011,12,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2011,12,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2011,12,Karachi,24.8829,66.9748,Car snatching,3,
2011,12,Karachi,24.9313,67.0374,Murder,9,
2011,12,Karachi,24.9313,67.0374,Murder in the form of target killing,0,
2011,12,Karachi,24.9313,67.0374,Murder during dacoity/robbery,3,
2011,12,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2011,12,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2011,12,Karachi,24.9313,67.0374,Car snatching,10,
2011,12,Karachi,25.096,67.1871,Murder,20,
2011,12,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2011,12,Karachi,25.096,67.1871,Murder during dacoity/robbery,2,
2011,12,Karachi,25.096,67.1871,Highway dacoity/robbery,4,
2011,12,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2011,12,Karachi,25.096,67.1871,Car snatching,4,
2012,1,Karachi,24.8605,67.0261,Murder,13,
2012,1,Karachi,24.8605,67.0261,Murder in the form of target killing,3,
2012,1,Karachi,24.8605,67.0261,Murder during dacoity/robbery,2,
2012,1,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2012,1,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
2012,1,Karachi,24.8605,67.0261,Car snatching,18,
2012,1,Karachi,24.8844,67.1443,Murder,28,
2012,1,Karachi,24.8844,67.1443,Murder in the form of target killing,1,
2012,1,Karachi,24.8844,67.1443,Murder during dacoity/robbery,0,
2012,1,Karachi,24.8844,67.1443,Highway dacoity/robbery,0,
2012,1,Karachi,24.8844,67.1443,Bank dacoity/robbery,1,
2012,1,Karachi,24.8844,67.1443,Car snatching,41,
2012,1,Karachi,24.8829,66.9748,Murder,26,
2012,1,Karachi,24.8829,66.9748,Murder in the form of target killing,0,
2012,1,Karachi,24.8829,66.9748,Murder during dacoity/robbery,1,
2012,1,Karachi,24.8829,66.9748,Highway dacoity/robbery,0,
2012,1,Karachi,24.8829,66.9748,Bank dacoity/robbery,0,
2012,1,Karachi,24.8829,66.9748,Car snatching,1,
2012,1,Karachi,24.9313,67.0374,Murder,14,
2012,1,Karachi,24.9313,67.0374,Murder in the form of target killing,1,
2012,1,Karachi,24.9313,67.0374,Murder during dacoity/robbery,1,
2012,1,Karachi,24.9313,67.0374,Highway dacoity/robbery,0,
2012,1,Karachi,24.9313,67.0374,Bank dacoity/robbery,0,
2012,1,Karachi,24.9313,67.0374,Car snatching,9,
2012,1,Karachi,25.096,67.1871,Murder,17,
2012,1,Karachi,25.096,67.1871,Murder in the form of target killing,0,
2012,1,Karachi,25.096,67.1871,Murder during dacoity/robbery,0,
2012,1,Karachi,25.096,67.1871,Highway dacoity/robbery,8,
2012,1,Karachi,25.096,67.1871,Bank dacoity/robbery,0,
2012,1,Karachi,25.096,67.1871,Car snatching,3,
2012,2,Karachi,24.8605,67.0261,Murder,20,
2012,2,Karachi,24.8605,67.0261,Murder in the form of target killing,1,
2012,2,Karachi,24.8605,67.0261,Murder during dacoity/robbery,0,
2012,2,Karachi,24.8605,67.0261,Highway dacoity/robbery,0,
2012,2,Karachi,24.8605,67.0261,Bank dacoity/robbery,0,
